✓ mark check
• mark bullet circle black
◦ mark bullet circle white
‣ mark bullet triangle
⁃ mark bullet hyphen
🞅 mark circle white
◈ mark eye diamond
🞕 mark eye square
◉ mark eye circle
🞤 mark plus light
🞧 mark plus heavy
🞫 mark cross light
🞮 mark cross heavy
✗ mark cross ballot
🞱 mark asterisk 5 light
🞴 mark asterisk 5 heavy
🞷 mark asterisk 6 light
🞺 mark asterisk 6 heavy
🞽 mark asterisk 8 light
🞿 mark asterisk 8 heavy
✦ mark star 4
✽ mark teardrop
❖ mark diamond broken
❢ mark exclamation balloon
❣ mark exclamation heart
❶ mark digit 1
❷ mark digit 2
❸ mark digit 3
❹ mark digit 4
❺ mark digit 5
❻ mark digit 6
❼ mark digit 7
❽ mark digit 8
❾ mark digit 9
➤ mark arrowhead
➥ mark arrow tail up
➦ mark arrow tail down
◐ mark circle half left
◑ mark circle half right
◒ mark circle half down
◓ mark circle half up
⬖ mark diamond half left
⬗ mark diamond half right
⬘ mark diamond half up
⬙ mark diamond half down
⮺ mark square white square white
⮻ mark square white square black
⮿ mark cross circled
§ mark section
¶ mark paragraph pilcrow
❡ mark paragraph curved
⹍ mark paragraphus
⁎ mark asterisk low
⁑ mark asterisk double
† mark dagger single
‡ mark dagger double
