¦ misc bar broken
‖ misc bar double
⦀ misc bar triple
⟊ misc line stroke
⧧ misc line stroke double
⯒ misc line stroke triple
⫮ misc line backslash
⫲ misc line double stroke
⫳ misc line double wave
⩨ misc line double stroke triple
⫴ misc line triple
⫵ misc line triple stroke
⩩ misc line triple stroke triple
⦵ misc circle stroke
⦻ misc circle cross
© misc copyright
® misc registered
™ misc trademark
⊏ misc bracket left
⊐ misc bracket right
⊑ misc bracket equal left
⊒ misc bracket equal right
⊓ misc bracket up
⊔ misc bracket down
⊣ misc tack left
⊢ misc tack right
⊤ misc tack down
⊥ misc tack up
⟛ misc tack double vertical
⫩ misc tack double horizontal
⟚ misc turnstile double
⊦ misc tack right half
⊧ misc turnstile right half
⊨ misc turnstile right
⋋ misc semicross left
⋌ misc semicross right
⌈ misc ceiling left
⌉ misc ceiling right
⌊ misc floor left
⌋ misc floor right
⌜ misc corner up left
⌝ misc corner up right
⌞ misc corner down left
⌟ misc corner down right
⧖ misc hourglass white
⧗ misc hourglass black
⧦ misc ladder
⫶ misc colon triple
⬬ misc hole
⬮ misc portal
␣ misc open-box
␧ misc checker horizontal
␨ misc checker vertical
␩ misc checker full
⌗ misc frame square
⌘ misc place-of-interest (command)
⌥ misc option key (alt)
⌯ misc symmetry stack
⎅ misc square rod
⎇ misc alt key (option)
⏜ misc parenthesis up
⏝ misc parenthesis down
⩷ misc equal dotted
� misc replacement-character
