🌍 place globe europe africa
🌎 place globe americas
🌏 place globe asia australia
🌐 place globe meridians
🗺️ place world map
🧭 place compass
⛰️ place mountain
🏔️ place mountain snowy
🌋 place volcano
🗻 place mount fuji
🏕️ place camping
🏖️ place beach umbrella
🏜️ place desert
🏝️ place desert island
🏞️ place national park
🏟️ place stadium
🏛️ place building classical
🏗️ place building construction
🧱 place brick wall
🪨 place rock boulder stone
🪵 place wood log
🏠 place house
🏚️ place house old
🛖 place house hut
🏘️ place houses
🏡 place house garden
🏢 place building office
🏤 place post office
🏥 place hospital
🏦 place bank
🏨 place hotel
🏩 place motel love hotel
🏪 place store convenience
🏬 place store department
🏫 place school
🏭 place factory
🏰 place castle
💒 place wedding chapel
🗽 place statue liberty
⛪ place church
⛲ place fountain
⛺ place camping tent
🌁 place foggy
🌃 place starry night
🏙️ place cityscape
🌆 place cityscape dusk evening
🌅 place sunrise dawn morning
🌄 place sunrise dawn morning mountains
🌇 place sunset dusk evening
🌉 place bridge night
♨️ place hot springs steam
🎠 place carousel horse
🛝 place playground slide
🎡 place ferris wheel
🎢 place roller coaster
💈 place barber pole
🎪 place circus tent
🚂 place train locomotive
🚃 place train railway tram
🚄 place train high-speed
🚅 place train bullet
🚆 place train railway
🚇 place train subway metro
🚈 place train light rail
🚉 place train station
🚋 place train tram trolleybus
🚊 place train tram trolleybus railway
🚝 place train monorail
🚞 place train mountain railway
🚌 place bus
🚎 place trolleybus
🚐 place minibus
🚑 place ambulance
🚒 place fire engine
🚓 place police car
🚕 place taxi cab
🚗 place car automobile
🚙 place car sport utility
🏎️ place car racing
🛻 place truck pickup
🚚 place truck delivery
🚛 place truck lorry
🚜 place tractor
🏍️ place motorcycle
🛴 place scooter manual
🛵 place scooter electro
🦽 place wheelchair manual
🦼 place wheelchair electro
🚲 place bicycle
🛹 place skateboard
🛼 place roller skate
🚏 place bus stop
🛣️ place motorway highway
🛤️ place railway
🛢️ place oil
⛽ place fuel petrol gas
🛞 place wheel
🚨 place police light beacon
🚥 place traffic light horizontal
🚦 place traffic light vertical
🛑 place stop sign
🚧 place construction sign barrier
⚓ place anchor
🛟 place life ring support
⛵ place sailboat
🛶 place canoe
🚤 place speedboat
🛳️ place passenger ship
⛴️ place ferry boat
🛥️ place motor boat
🚢 place ship
✈️ place airplane
🛩️ place airplane jet
🛫 place airplane departure
🛬 place airplane arrival
🪂 place parachute glide
💺 place airplane seat
🚁 place helicopter
🚠 place mountain cableway
🚡 place aerial tramway cable car
🛰️ place satellite
🚀 place rocket
🛸 place flying saucer UFO
🛎️ place bellhop service reception
🧳 place luggage
⌛ place hourglass done
⏳ place hourglass ongoing
⌚ place watch clock
⏰ place alarm clock
⏱️ place stopwatch
⏲️ place timer clock
🌑 place moon new
🌒 place moon waxing crescent
🌓 place moon first quarter
🌔 place moon waxing gibbous
🌕 place moon full
🌖 place moon waning gibbous
🌗 place moon last quarter
🌘 place moon waning crescent
🌙 place moon crescent
🌛 place moon waxing
🌜 place moon waning
🌡️ place thermometer degrees
☀️ place sun
🪐 place planet ringed
⭐ place star
🌠 place star falling
🌌 place space galaxy milky way
☁️ place weather cloud
⛅ place weather cloud sun
⛈️ place weather rain lightning
🌦️ place weather rain sun
🌧️ place weather rain
🌨️ place weather snow
🌩️ place weather lightning
🌪️ place tornado
🌫️ place fog
🌈 place rainbow
⚡ place lightning electro voltage
❄️ place snowflake
⛄ place snowman
☃️ place snowman snow
☄️ place comet
🔥 place fire flame
💧 place water droplet
🌊 place water wave sea ocean
