🙌 hand magic
🙏 hand pray
👋 hand wave
✋ hand raised
👌 hand okay
🤌 hand pinch
🤞 hand crossed
🤝 hand shake
🫰 hand heart
👈 hand left
👇 hand down
👆 hand up
👉 hand right
☝️ hand finger
🖕 hand fuck
👍 hand thumb up
👎 hand thumb down
💪 hand strong
✊ hand fist
✍️ hand write
💅 hand nails
🫶 hand love
👏 hand applause
