👓 obj glasses
🕶️ obj sunglasses
🥼 obj lab coat
🦺 obj safety vest
🩲 obj briefs
👛 obj purse
🎩 obj top hat
🎓 obj grad cap
⛑️ obj rescue helmet
💄 obj lipstick
💍 obj ring
💎 obj gem
🔇 obj speaker mute
🔈 obj speaker low
🔉 obj speaker medium
🔊 obj speaker high
📢 obj loudspeaker
📣 obj megaphone
📯 obj postal horn
🔔 obj bell
🔕 obj bell off
🎼 obj music score
🎵 obj music note
🎶 obj music notes
🎤 obj mic
🎙️ obj mic studio
🎧 obj headphone
📻 obj radio
🎷 obj saxophone
🎸 obj guitar
🎹 obj piano
🎻 obj violin
🥁 obj drum
🪉 obj harp
📱 obj phone mobile
☎️ obj phone landline
📞 obj phone receiver
🔋 obj battery
🪫 obj battery low
🔌 obj plug
💻 obj computer laptop
🖥️ obj computer desktop PC
🖨️ obj printer
⌨️ obj keyboard
🖱️ obj mouse
💾 obj floppy save
🧮 obj calc
🎥 obj camera video
📷 obj camera photo
📸 obj camera flash
🎞️ obj film
📽️ obj projector
🎬 obj clapper
📺 obj television TV
🔍 obj magnifier left
🔎 obj magnifier right
🕯️ obj candle
💡 obj light bulb
🔦 obj flashlight
🏮 obj lantern
📕 obj book closed
📖 obj book open
📚 obj books
📒 obj notebook
📃 obj page
📜 obj scroll
📄 obj document
📰 obj newspaper
🗞️ obj newspaper roll
📑 obj bookmarks
🔖 obj bookmark
🏷️ obj label tag
💰 obj money bag
🪙 obj coin
💵 obj currency
💳 obj credit card
🧾 obj receipt
✉️ obj mail
📥 obj inbox
📦 obj package box
📫 obj mailbox full
📬 obj mailbox open
📭 obj mailbox empty
📮 obj mailbox
🗳️ obj ballot box
✏️ obj pencil
✒️ obj pen tip nib
🖊️ obj pen
🖌️ obj brush
🖍️ obj crayon
📝 obj memo
💼 obj briefcase
📁 obj folder
📂 obj folder open
🗂️ obj folder index archive
📅 obj calendar
🗓️ obj calendar spiral
🗒️ obj notepad
📈 obj chart up
📉 obj chart down
📊 obj chart bar
📋 obj clipboard
📌 obj pin
📍 obj pin round
📎 obj paperclip
🖇️ obj paperclips
📏 obj ruler
📐 obj ruler triangle
✂️ obj scissors
🗃️ obj file cabinet archive
🗄️ obj file cabinets archive
🗑️ obj bin basket trash garbage
🔒 obj lock
🔓 obj lock open
🔑 obj key
🔨 obj hammer
🛠️ obj tools
⚔️ obj swords
💣 obj bomb
🛡️ obj shield
🔧 obj wrench
🪛 obj screwdriver
⚙️ obj gear cog
⚖️ obj scales
🦯 obj white cane
🔗 obj chain link
⛓️‍💥 obj chain link broken
⛓️ obj chains links
🪝 obj hook
🧰 obj toolbox
🧲 obj magnet
🪜 obj ladder
🪏 obj shovel
🧪 obj test tube
🧬 obj dna genes
🔬 obj microscope
🔭 obj telescope
💉 obj syringe needle
🩸 obj blood drop
💊 obj pill medicine
🩹 obj bandage
🩼 obj crutch
🩺 obj stethoscope diagnostic
🚪 obj door
🛗 obj elevator
🪞 obj mirror
🪟 obj window
🛏️ obj bed
🪑 obj chair
🚽 obj toilet
🪠 obj plunger
🚿 obj shower
🛁 obj bathtub
🧴 obj lotion soap
🧷 obj safety pin
🧹 obj broom
🧺 obj basket
🧻 obj toilet paper roll
🪣 obj bucket
🧼 obj soap bar
🫧 obj bubbles
🧽 obj sponge
🧯 obj fire extinguisher
🛒 obj shopping cart
🚬 obj cigarette smoking
⚰️ obj coffin
🪦 obj headstone tomb rip
⚱️ obj funeral urn
🧿 obj bead charm eye nazar
🪬 obj hand palm charm hamsa
🗿 obj stone face statue moyai
🪧 obj protest sign
🪪 obj id card
☂️ obj umbrella
☔ obj umbrella rain
🌂 obj umbrella closed
⛱️ obj umbrella beach
